Subiect  Stimul  Banda  Canal  PSD  SampEn  RMS  StdDev

1  13  Gamma  T8 0.2133 1.7925 1.509 3.8554

1  14  Alpha  Cz 27.7653 0.1284 28.2041 49.1944
1  14  Alpha  Fz 2.473 1.0627 2.9959 5.569
1  14  Alpha  FC1 6.058 1.2497 2.8397 7.0509
1  14  Alpha  FC2 40.8971 0.8578 15.5862 23.5622
1  14  Alpha  Fp1 269.4119 0.641 35.1726 49.5293
1  14  Alpha  Fp2 188.7717 0.7114 31.8508 46.1935
1  14  Alpha  F3 12.2301 0.8045 7.47 11.5049
1  14  Alpha  F4 8.5751 0.7883 6.9489 10.2512
1  14  Alpha  O1 0.2392 1.1759 1.9194 3.0358
1  14  Alpha  O2 22.1407 0.7132 10.2629 14.9648
1  14  Alpha  P7 82.8914 0.7034 18.3139 26.1506
1  14  Alpha  P8 73.9285 0.7237 18.6255 27.6178
1  14  Alpha  T7 101.5972 0.8711 23.459 34.1765
1  14  Alpha  T8 5.3036 0.8377 4.9044 7.8387
1  14  Beta  Cz 0.505 0.2161 24.8723 44.4435
1  14  Beta  Fz 0.461 1.2145 2.9248 5.4706
1  14  Beta  FC1 1.7919 1.4603 3.4101 6.8381
1  14  Beta  FC2 2.2251 1.0307 14.8429 24.0063
1  14  Beta  Fp1 6.3946 0.7624 33.6706 51.8535
1  14  Beta  Fp2 4.4936 0.8814 30.4148 47.5647
1  14  Beta  F3 0.6019 0.9329 7.2238 11.8096
1  14  Beta  F4 0.4945 0.9243 6.6325 10.5205
1  14  Beta  O1 0.6752 1.5281 1.1119 2.3569
1  14  Beta  O2 1.0427 0.7993 9.8315 15.7431
1  14  Beta  P7 2.2987 0.812 17.5545 27.4617
1  14  Beta  P8 1.5427 0.8702 17.8041 28.624
1  14  Beta  T7 5.3077 0.9877 22.4304 35.8431
1  14  Beta  T8 0.8259 0.9693 4.7626 7.8362
1  14  Gamma  Cz 0.7152 0.5018 15.3095 29.2734
1  14  Gamma  Fz 0.1476 1.5459 2.2587 4.6496
1  14  Gamma  FC1 0.5467 1.7886 2.7326 6.1772
1  14  Gamma  FC2 2.033 1.3556 10.9909 19.6968
1  14  Gamma  Fp1 7.0118 1.0235 25.021 42.0644
1  14  Gamma  Fp2 7.1072 1.163 22.5611 38.6366
1  14  Gamma  F3 0.4183 1.2522 5.5693 9.6853
1  14  Gamma  F4 0.3114 1.2395 4.9188 8.6157
1  14  Gamma  O1 0.0617 1.7058 1.3701 2.4158
1  14  Gamma  O2 0.7171 1.1198 7.4787 12.8084
1  14  Gamma  P7 1.797 1.0886 13.2596 22.402
1  14  Gamma  P8 2.3318 1.148 13.5003 23.339
1  14  Gamma  T7 14.1336 1.1746 16.6468 28.2229
1  14  Gamma  T8 0.1399 1.2454 3.6662 6.5159

1  17  Alpha  Cz 137.8221 0.283 27.2287 83.8175
1  17  Alpha  Fz 11.8082 0.8084 5.8917 10.0296
1  17  Alpha  FC1 2.3323 1.5578 2.511 6.2751
1  17  Alpha  FC2 198.3594 0.7248 27.6307 45.6095
1  17  Alpha  Fp1 1276.6173 0.6284 68.1441 111.0113
1  17  Alpha  Fp2 947.7749 0.6691 58.8654 96.3589
1  17  Alpha  F3 68.5426 0.7007 14.6633 24.0862
1  17  Alpha  F4 43.5078 0.6842 13.2224 21.7988
1  17  Alpha  O1 0.5929 1.1758 1.438 3.2274
1  17  Alpha  O2 117.0178 0.6531 20.3734 33.4138
1  17  Alpha  P7 370.0524 0.6286 36.0955 58.8426
1  17  Alpha  P8 372.872 0.6504 36.8091 60.4773
1  17  Alpha  T7 525.9393 0.677 43.9738 71.9037
1  17  Alpha  T8 28.0012 0.682 9.5088 15.5275
1  17  Beta  Cz 6.8598 0.2164 24.3133 77.1416
1  17  Beta  Fz 1.1382 0.9794 5.6726 10.2478
1  17  Beta  FC1 0.6271 1.7109 3.1697 7.0399
1  17  Beta  FC2 11.9222 0.7673 26.5951 47.3423
1  17  Beta  Fp1 65.2815 0.6022 65.6612 112.944
1  17  Beta  Fp2 45.8124 0.6556 56.6983 99.1601
1  17  Beta  F3 2.9263 0.701 14.1283 24.7522
1  17  Beta  F4 2.8491 0.6834 12.7353 22.3133
1  17  Beta  O1 0.441 1.3871 1.3884 3.1646
1  17  Beta  O2 5.7204 0.6374 19.6371 33.9532
1  17  Beta  P7 20.6399 0.6183 34.7979 59.6517
1  17  Beta  P8 17.9601 0.6393 35.4729 62.0483
1  17  Beta  T7 25.5044 0.6518 42.377 73.743
1  17  Beta  T8 1.3691 0.6905 9.1653 16.0104
1  17  Gamma  Cz 1.0063 0.3158 16.2215 53.7847
1  17  Gamma  Fz 0.4368 1.1881 4.247 8.7514
1  17  Gamma  FC1 0.9067 1.974 2.6632 6.436
1  17  Gamma  FC2 4.9446 1.036 19.9227 40.0944
1  17  Gamma  Fp1 11.3166 0.8136 49.2139 94.8924
1  17  Gamma  Fp2 15.3895 0.8887 42.4907 83.5526
1  17  Gamma  F3 0.896 0.9706 10.5899 20.898
1  17  Gamma  F4 0.6023 0.9003 9.5427 18.8444
1  17  Gamma  O1 0.0758 1.6268 1.0418 2.7726
1  17  Gamma  O2 1.4031 0.846 14.7215 28.5311
1  17  Gamma  P7 3.8058 0.8142 26.0906 50.0377
1  17  Gamma  P8 5.6004 0.8734 26.5931 52.227
1  17  Gamma  T7 6.6665 0.8964 31.7657 62.0315
1  17  Gamma  T8 0.5707 0.9319 6.8719 13.4502

1  18  Alpha  Cz 11.6882 0.5073 11.4632 22.5741
1  18  Alpha  Fz 1.9029 1.3006 2.0478 4.2793
1  18  Alpha  FC1 2.3554 1.3811 1.7268 4.4992
1  18  Alpha  FC2 6.2634 1.1748 6.0177 13.3747
1  18  Alpha  Fp1 104.712 1.1028 13.8835 30.8121
1  18  Alpha  Fp2 47.7071 1.1601 12.3252 26.119
1  18  Alpha  F3 4.7273 1.1539 3.4157 6.9769
1  18  Alpha  F4 3.7917 1.0953 4.0334 7.4961
1  18  Alpha  O1 1.4043 0.954 2.7902 3.8381
1  18  Alpha  O2 9.2577 1.1216 4.3794 9.7309
1  18  Alpha  P7 34.4052 1.1541 7.6524 16.5215
1  18  Alpha  P8 29.058 1.1174 7.8236 16.3647
1  18  Alpha  T7 30.7358 1.1964 9.0108 20.378
1  18  Alpha  T8 1.6444 1.1814 2.1002 4.6065
1  18  Beta  Cz 1.5309 0.7047 10.0764 20.7754
1  18  Beta  Fz 0.5582 1.4733 2.0757 4.4228
1  18  Beta  FC1 0.4014 1.5509 1.6294 4.123
1  18  Beta  FC2 3.0249 1.3642 5.7954 12.8981
1  18  Beta  Fp1 14.0414 1.2627 13.5517 31.2472
1  18  Beta  Fp2 10.5406 1.339 11.7822 26.3404
1  18  Beta  F3 0.6447 1.3228 3.3532 7.2477
1  18  Beta  F4 0.7121 1.3074 2.784 6.4612
1  18  Beta  O1 0.3086 1.569 0.636 2.2064
1  18  Beta  O2 1.6725 1.3326 4.1933 9.8438
1  18  Beta  P7 4.4234 1.2895 7.5886 17.2218
1  18  Beta  P8 5.2742 1.3286 7.6225 16.9591
1  18  Beta  T7 7.1424 1.3534 8.6477 20.439
1  18  Beta  T8 0.5533 1.3909 2.0167 4.4948
